title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Destroyer Life,pop,Oscar Brand,1960,770,{},"The boys out in the trenches have got a lot to say
Of the hardships and the sorrows that come a soldier's way
But we destroyer sailors would've liked their company
On a couple of trips in our lousy ships when we put out to sea

Oh, it's roll and toss and pound and pitch
And creak and groan you son of a bitch
Oh, boy, it's a hell of a life on a destroyer

The damned tin can destroyer was never meant for sea
You couldn't keep it steady in a lousy cup of tea
We carry guns, torpedoes and ash cans in a bunch
But the only time we hit our mark is when we shoot our lunch

Oh, it's roll and toss and pound and pitch
And creak and groan you son of a bitch
Oh, boy, it's a hell of a life on a destroyer

We have heard of muddy dugouts and shell holes filled with slime
Of cootie hunts and marches which fill a soldier's time
But set beside destroyer life, it all seems dull and pale
When the clinometer hops, the barometer drops, and we line up on the rail
Oh, it's roll and toss and pound and pitch
And creak and groan you son of a bitch
Oh, boy, it's a hell of a life on a destroyer

And when we're back in dry dock, we stagger like we're drunk
And wonder how we stood it, and why she never sunk
You lay out your civilian clothes, but just before you switch
Your sea bag's on your shoulder and you sign up for one more hitch

Oh, it's roll and toss and pound and pitch
And creak and groan you son of a bitch
Oh, boy, it's a hell of a life on a destroyer",3610616,en,en,en
Winter Wonderland,pop,Ella Fitzgerald,1960,769,{},"Sleigh bells ring, are you listenin'
In the lane, snow is glistening
A beautiful sight, we're happy tonight
Walking in a winter wonderland

Gone away is the blue bird
Here to stay is a new bird
He sings a love song, as we go along
Walking in a winter wonderland

In the meadow we can build a snowman
Then pretend that he is Parson Brown
He'll say, ""Are you married ?"" We'll say, ""No man
But you can do the job when you're in town""

Later on, we'll conspire
As we dream by the fire
To face unafraid, the plans that we made
Walking in a winter wonderland

Are you listenin', snow is glistening
A beautiful sight, we're happy tonight
Walking in a winter wonderland
In the meadow we can build a snowman
Then pretend that he is Parson Brown
He'll say, ""Are you married ?"" We'll say, ""No man
You can do the job when you're in town""

Later on, we'll conspire
As we dream by the fire
To face unafraid, the plans that we made
Walking in a winter wonder, wonderland",1266509,en,en,en
Steal Away,pop,Harry Belafonte,1960,769,{},"[Intro]
Mmm-mmm, mmm-mmm-mmm-mmm-mmm-mmm-mmm

[Verse 1]
Steal away, steal away
Steal away to Jesus
Steal away, steal away home
I ain't got long to stay here
Green trees are bending
Poor sinner stands a-trembling
The trumpet sound within my soul
I ain't got long to stay here

[Bridge]
Steal away, mmm-mmm, mmm-mmm-mmm-mmm-mmm-mmm-mmm-mmm
Steal away home
I ain't got long to stay here

[Verse 2]
My Lord calls me
He calls me by the thunder
The trumpet sound within my soul
I ain't got long to stay here
[Outro]
Mmm, mmm-mmm, mmm-mmm-mmm-mmm-mmm-mmm-mmm-mmm
Steal away home
I ain't got long to stay here",1576227,en,en,en
The Great Pretender,rb,Sam Cooke,1960,768,{},"[Verse 1]
Oh yes, I'm the great pretender
Pretending I'm doing well
My need is such
I pretend too much
I'm lonely but no one can tell
Oh yes, I'm the great pretender
Adrift in a world of my own
I play the game
But to my real shame
You've left me to dream all alone

[Bridge]
Too real is this feeling of make-believe
Too real when I feel what my heart can conceal

[Verse 2]
Oh yes, I'm the great pretender
Just laughing and gay like a clown
I seem to be what I'm not, you see
I'm wearing my heart like a crown
Pretending that you're still around
[Bridge]
Too real is this feeling of make-believe
Too real when I feel what my heart can conceal

[Outro]
Oh yes, I'm the great pretender
Just laughing and gay like a clown
I seem to be what I'm not, you see
I'm wearing my heart like a crown
Pretending that you're still around",218712,en,en,en
I Need Some Money,rb,John Lee Hooker,1960,766,{},"[Verse 1]
The best thing in life is free
But you can give it to the birds and bees
I need some money, need some money, oh, yeah
What I want

[Verse 2]
Your love give me such a thrill
But your lovin' don't pay my bills
I need money, need some money, oh, yeah
What I want

[Chorus]
I need some money, honey
I need some money right away
I need some money so bad
I need some money, oh, yeah
What I want

[Verse 3]
Money don't get everything, it's true
What it don't buy that I can't use
I need some money, I need money, yeah
What I want
[Chorus]
I need some money, honey
I need some money so bad
All of my bills behind
I need some money right now
I know your lovin' so good, baby
I need some money, oh, yeah
What I want

[Outro]
I need some money
I need some money
What I want",4824773,en,en,en
Am I That Easy to Forget,country,Skeeter Davis,1960,764,{},"You say you found somebody new
But that won't stop my loving you
I just can't let you walk away
Forget the love I have for you

Guess I could find somebody too
But I don't want no one but you
How could you leave without regret
Am I that easy to forget?

Before you leave
Be sure you find
You want her love much more than mine
Then I'll just say we've never met
If I'm that easy to forget

Before you leave
Be sure you find
You want her love much more than mine
Then I'll just say we've never met
If I'm that easy to forget",2310738,en,en,en
Paper Roses,pop,Anita Bryant,1960,763,{},"I realize the way your eyes deceived me
With tender looks that I mistook for love
So take away the flowers that you gave me
And send the kind that you remind me of
Paper roses
Paper roses

Oh how real those roses seem to be
But they're only imitation
Like your imitation love for me

I thought that you would be a perfect lover
You seemed so full of sweetness at the start
But like a big red rose that's made of paper
There isn't any sweetness in your heart

Paper roses
Paper roses
Oh how real those roses seem to be
But they're only imitation
Like your imitation love for me
Like your imitation love for me",1485294,en,en,en
The Christmas Song,pop,Ella Fitzgerald,1960,761,{},"Chestnuts roasting on an open fire
Jack Frost nipping at your nose
Yuletide carols being sung by a choir
And folks dressed up like Eskimos

Everybody knows a turkey and some mistletoe
Help to make the season bright
Tiny tots with their eyes all aglow
Will find it hard to sleep tonight

They know that Santa's on his way
He's loaded lots of toys and goodies on his sleigh
And every mother's child is gonna spy
To see if reindeer really know how to fly

And so, I'm offering this simple phrase
To kids from one to ninety-two
Although it's been said many times, many ways
Merry Christmas to you

And so, I'm offering this simple phrase
To kids from one to ninety-two
Although it's been said many times, many ways
Merry Christmas to you",951656,en,en,en
Life Of A Poor Boy,country,Stonewall Jackson,1960,758,{},"When I was just a youngster and hardly in my teens
I went to school on many a day with faded old blue jeans
The patches they were many the seat was all thread bare
But a poor girl didn't notice and a poor boy didn't care

Chorus

A poor boy don't have no money a poor boy don't have no dough
Give a poor boy a pretty little girl and watch that poor boy go
He's the backbone of the nation the pappy of the land
With a two buck loan he'll build him home
And raise him a poor boy clan

His worries they are many his pleasures are but few
But that don't worry a poor boy his pappy had 'em too
His livin' don't come easy he has to sweat it out
But he'd rather be a poor boy than a wealty gad-a-bout

Chorus

A poor boy don't have no money a poor boy don't have no dough
Give a poor boy a pretty little girl and watch that poor boy go
He's the backbone of the nation the pappy of the land
With a two buck loan he'll build him home
And raise him a poor boy clan
If it wasn't for the poor boy a lot would go undone
The plow would never furrow or the mill would never run
There wouldn't be no taters there wouldn't be no beans
The rich would all be poor boys in faded old blue jeans

Chorus

A poor boy don't have no money a poor boy don't have no dough
Give a poor boy a pretty little girl and watch that poor boy go
He's the backbone of the nation the pappy of the land
With a two buck loan he'll build him home
And raise him a poor boy clan",3123717,en,en,en
The Last Month of the Year,pop,The Kingston Trio,1960,756,{},"[Verse 1]
What month was my Jesus born in?
(Last month of the year)
What month was my Jesus born in?
(Last month of the year)

[Chorus]
Oh, January (January), February (February), March
April, May, June, oh, Lord
You got July, August, September
(October and November)
On the twenty-fifth day of December
On the last month of the year

[Verse 2]
Well, they laid Him in a manger
(Last month of the year)
Well, they laid Him in a manger
(Last month of the year)

[Chorus]
Well, January (January), February (February), March
April, May, June, oh, Lord
You got July, August, September
(October and November)
On the twenty-fifth day of December
On the last month of the year
[Verse 3]
Wrapped Him up in swaddling clothing
(Last month of the year)
Wrapped Him up in swaddling clothing
(Last month of the year)

[Chorus]
Well, January (January), February (February), March
April, May, June, oh, Lord
You got July, August, September
(October and November)
On the twenty-fifth day of December
On the last month of the year

[Verse 4]
Well, He was born of the Virgin Mary
(Last month of the year)
Well, He was born of the Virgin Mary
(Last month of the year)

[Chorus]
Well, January (January), February (February), March
April, May, June, oh, Lord
You got July, August, September
(October and November)
On the twenty-fifth day of December
On the last month of the year",1016536,en,en,en
